# Created by CAVA ensembl_db 2.0.13 based on Ensembl release 75
#GENEID	SYMBOL	Transcript	Protein
ENSG00000186092	OR4F5	ENST00000335137	ENSP00000334393
ENSG00000135454	B4GALNT1	ENST00000550764	ENSP00000450303
ENSG00000135454	B4GALNT1	ENST00000552350	ENSP00000448500
ENSG00000135506	OS9	ENST00000552285	ENSP00000450010
ENSG00000135506	OS9	ENST00000315970	ENSP00000318165
ENSG00000135506	OS9	ENST00000439210	ENSP00000407360
ENSG00000135506	OS9	ENST00000389146	ENSP00000373798
ENSG00000135506	OS9	ENST00000413095	ENSP00000413112
ENSG00000135506	OS9	ENST00000551035	ENSP00000447866
ENSG00000135506	OS9	ENST00000257966	ENSP00000257966
ENSG00000135506	OS9	ENST00000435406	ENSP00000389632
ENSG00000135506	OS9	ENST00000389142	ENSP00000373794
ENSG00000135439	AGAP2	ENST00000257897	ENSP00000257897
ENSG00000135439	AGAP2	ENST00000547588	ENSP00000449241
ENSG00000255737	AGAP2-AS1	ENST00000542466	ENSP00000437523
ENSG00000135452	TSPAN31	ENST00000257910	ENSP00000257910
ENSG00000135452	TSPAN31	ENST00000547992	ENSP00000448209
ENSG00000135452	TSPAN31	ENST00000547472	ENSP00000449199
ENSG00000135446	CDK4	ENST00000257904	ENSP00000257904
ENSG00000135446	CDK4	ENST00000312990	ENSP00000316889
ENSG00000135446	CDK4	ENST00000549606	ENSP00000447005
ENSG00000135446	CDK4	ENST00000540325	ENSP00000439076
ENSG00000139266	MARCH9	ENST00000266643	ENSP00000266643
ENSG00000139266	MARCH9	ENST00000548358	ENSP00000446758
ENSG00000111012	CYP27B1	ENST00000228606	ENSP00000228606
ENSG00000037897	METTL1	ENST00000324871	ENSP00000314441
ENSG00000037897	METTL1	ENST00000257848	ENSP00000257848
ENSG00000123427	METTL21B	ENST00000548256	ENSP00000447718
ENSG00000123427	METTL21B	ENST00000551420	ENSP00000448163
ENSG00000123427	METTL21B	ENST00000300209	ENSP00000300209
ENSG00000123427	METTL21B	ENST00000333012	ENSP00000327425
ENSG00000123297	TSFM	ENST00000454289	ENSP00000388330
ENSG00000123297	TSFM	ENST00000543727	ENSP00000439342
ENSG00000123297	TSFM	ENST00000540550	ENSP00000440987
ENSG00000123297	TSFM	ENST00000323833	ENSP00000313877
ENSG00000123297	TSFM	ENST00000350762	ENSP00000242983
ENSG00000123297	TSFM	ENST00000550559	ENSP00000448575
ENSG00000123297	TSFM	ENST00000548851	ENSP00000450041
ENSG00000135407	AVIL	ENST00000537081	ENSP00000443207
ENSG00000135407	AVIL	ENST00000257861	ENSP00000257861
ENSG00000175215	CTDSP2	ENST00000398073	ENSP00000381148
ENSG00000175215	CTDSP2	ENST00000548823	ENSP00000447046
ENSG00000175215	CTDSP2	ENST00000547701	ENSP00000446705
ENSG00000166896	XRCC6BP1	ENST00000300145	ENSP00000300145
ENSG00000258231	RP11-362K2.2	ENST00000546977	ENSP00000447587
ENSG00000258231	RP11-362K2.2	ENST00000548969	ENSP00000466719
ENSG00000139263	LRIG3	ENST00000379141	ENSP00000368436
ENSG00000139263	LRIG3	ENST00000320743	ENSP00000326759
ENSG00000257230	RP11-272B17.2	ENST00000548613	ENSP00000450404
ENSG00000118596	SLC16A7	ENST00000552432	ENSP00000449547
ENSG00000118596	SLC16A7	ENST00000547379	ENSP00000448071
ENSG00000118596	SLC16A7	ENST00000549465	ENSP00000447555
ENSG00000118596	SLC16A7	ENST00000552024	ENSP00000448742
ENSG00000118596	SLC16A7	ENST00000261187	ENSP00000261187
ENSG00000118596	SLC16A7	ENST00000543448	ENSP00000443731
ENSG00000198673	FAM19A2	ENST00000416284	ENSP00000393987
ENSG00000198673	FAM19A2	ENST00000551619	ENSP00000447305
ENSG00000198673	FAM19A2	ENST00000550003	ENSP00000449457
ENSG00000198673	FAM19A2	ENST00000551449	ENSP00000449632
ENSG00000135655	USP15	ENST00000353364	ENSP00000258123
ENSG00000135655	USP15	ENST00000280377	ENSP00000280377
ENSG00000135655	USP15	ENST00000312635	ENSP00000309240
ENSG00000135655	USP15	ENST00000393654	ENSP00000377264
ENSG00000061987	MON2	ENST00000393632	ENSP00000377252
ENSG00000061987	MON2	ENST00000393630	ENSP00000377250
ENSG00000061987	MON2	ENST00000280379	ENSP00000280379
ENSG00000061987	MON2	ENST00000546600	ENSP00000447407
ENSG00000061987	MON2	ENST00000552738	ENSP00000449215
ENSG00000061987	MON2	ENST00000393629	ENSP00000377249
ENSG00000061987	MON2	ENST00000552115	ENSP00000446635
ENSG00000061987	MON2	ENST00000551397	ENSP00000446802
ENSG00000221949	C12orf61	ENST00000408887	ENSP00000386169
ENSG00000111110	PPM1H	ENST00000228705	ENSP00000228705
ENSG00000166148	AVPR1A	ENST00000550940	ENSP00000449822
ENSG00000166148	AVPR1A	ENST00000299178	ENSP00000299178
ENSG00000177990	DPY19L2	ENST00000324472	ENSP00000315988
ENSG00000177990	DPY19L2	ENST00000413230	ENSP00000439794
ENSG00000118600	TMEM5	ENST00000261234	ENSP00000261234
ENSG00000118600	TMEM5	ENST00000537373	ENSP00000440280
ENSG00000196935	SRGAP1	ENST00000355086	ENSP00000347198
ENSG00000196935	SRGAP1	ENST00000357825	ENSP00000350480
ENSG00000196935	SRGAP1	ENST00000543397	ENSP00000437948
ENSG00000174206	C12orf66	ENST00000311915	ENSP00000311486
ENSG00000174206	C12orf66	ENST00000544871	ENSP00000445481
ENSG00000174206	C12orf66	ENST00000398055	ENSP00000381132
ENSG00000185306	C12orf56	ENST00000543942	ENSP00000446101
ENSG00000185306	C12orf56	ENST00000333722	ENSP00000329698
ENSG00000184575	XPOT	ENST00000332707	ENSP00000327821
ENSG00000183735	TBK1	ENST00000331710	ENSP00000329967
ENSG00000153179	RASSF3	ENST00000542104	ENSP00000443021
ENSG00000153179	RASSF3	ENST00000336061	ENSP00000336616
ENSG00000135677	GNS	ENST00000418919	ENSP00000413130
ENSG00000135677	GNS	ENST00000258145	ENSP00000258145
ENSG00000135677	GNS	ENST00000543646	ENSP00000438497
ENSG00000135677	GNS	ENST00000542058	ENSP00000444819
ENSG00000111490	TBC1D30	ENST00000229088	ENSP00000229088
ENSG00000111490	TBC1D30	ENST00000542120	ENSP00000440640
ENSG00000111490	TBC1D30	ENST00000539867	ENSP00000440207
ENSG00000156076	WIF1	ENST00000286574	ENSP00000286574
ENSG00000174106	LEMD3	ENST00000308330	ENSP00000308369
ENSG00000174099	MSRB3	ENST00000355192	ENSP00000347324
ENSG00000174099	MSRB3	ENST00000308259	ENSP00000312274
ENSG00000174099	MSRB3	ENST00000540804	ENSP00000437623
ENSG00000174099	MSRB3	ENST00000535664	ENSP00000441650
ENSG00000149948	HMGA2	ENST00000403681	ENSP00000384026
ENSG00000149948	HMGA2	ENST00000393578	ENSP00000377206
ENSG00000149948	HMGA2	ENST00000425208	ENSP00000407306
ENSG00000149948	HMGA2	ENST00000536545	ENSP00000437621
ENSG00000149948	HMGA2	ENST00000354636	ENSP00000346658
ENSG00000149948	HMGA2	ENST00000541363	ENSP00000439317
ENSG00000149948	HMGA2	ENST00000393577	ENSP00000377205
ENSG00000197301	RP11-366L20.2	ENST00000439236	ENSP00000396665
ENSG00000197301	RP11-366L20.2	ENST00000356215	ENSP00000348547
ENSG00000139233	LLPH	ENST00000266604	ENSP00000266604
ENSG00000139233	LLPH	ENST00000446587	ENSP00000437372
ENSG00000155957	TMBIM4	ENST00000556010	ENSP00000451688
ENSG00000155957	TMBIM4	ENST00000358230	ENSP00000350965
ENSG00000155957	TMBIM4	ENST00000544599	ENSP00000444639
ENSG00000155957	TMBIM4	ENST00000286424	ENSP00000286424
ENSG00000155957	TMBIM4	ENST00000398033	ENSP00000381114
ENSG00000155957	TMBIM4	ENST00000542724	ENSP00000441291
ENSG00000090376	IRAK3	ENST00000261233	ENSP00000261233
ENSG00000090376	IRAK3	ENST00000545837	ENSP00000441321
ENSG00000090376	IRAK3	ENST00000457197	ENSP00000409852
ENSG00000127311	HELB	ENST00000247815	ENSP00000247815
ENSG00000155974	GRIP1	ENST00000398016	ENSP00000381098
ENSG00000155974	GRIP1	ENST00000359742	ENSP00000352780
ENSG00000155974	GRIP1	ENST00000286445	ENSP00000286445
ENSG00000111530	CAND1	ENST00000545606	ENSP00000442318
ENSG00000127334	DYRK2	ENST00000344096	ENSP00000342105
ENSG00000127334	DYRK2	ENST00000393555	ENSP00000377186
ENSG00000111537	IFNG	ENST00000229135	ENSP00000229135
ENSG00000111536	IL26	ENST00000229134	ENSP00000229134
ENSG00000127318	IL22	ENST00000538666	ENSP00000442424
ENSG00000127318	IL22	ENST00000328087	ENSP00000329384
ENSG00000111554	MDM1	ENST00000540418	ENSP00000443815
ENSG00000111554	MDM1	ENST00000303145	ENSP00000302537
ENSG00000111554	MDM1	ENST00000411698	ENSP00000391006
ENSG00000111554	MDM1	ENST00000393543	ENSP00000377175
ENSG00000111554	MDM1	ENST00000430606	ENSP00000408694
ENSG00000127314	RAP1B	ENST00000250559	ENSP00000250559
ENSG00000127314	RAP1B	ENST00000393436	ENSP00000377085
ENSG00000127314	RAP1B	ENST00000341355	ENSP00000441275
ENSG00000127314	RAP1B	ENST00000537460	ENSP00000439966
ENSG00000127314	RAP1B	ENST00000450214	ENSP00000399986
ENSG00000127314	RAP1B	ENST00000543393	ENSP00000445090
ENSG00000127314	RAP1B	ENST00000378985	ENSP00000368270
ENSG00000127314	RAP1B	ENST00000540209	ENSP00000446318
ENSG00000127314	RAP1B	ENST00000539091	ENSP00000444830
ENSG00000127314	RAP1B	ENST00000542145	ENSP00000440014
ENSG00000127314	RAP1B	ENST00000543697	ENSP00000440708
ENSG00000127314	RAP1B	ENST00000541216	ENSP00000443851
ENSG00000111581	NUP107	ENST00000229179	ENSP00000229179
ENSG00000111581	NUP107	ENST00000378905	ENSP00000368185
ENSG00000111581	NUP107	ENST00000539906	ENSP00000441448
ENSG00000175782	SLC35E3	ENST00000398004	ENSP00000381089
ENSG00000251695	AC124890.1	ENST00000399333	ENSP00000382270
ENSG00000135679	MDM2	ENST00000462284	ENSP00000417281
ENSG00000135679	MDM2	ENST00000258149	ENSP00000258149
ENSG00000135679	MDM2	ENST00000356290	ENSP00000348637
ENSG00000135679	MDM2	ENST00000540827	ENSP00000440932
ENSG00000135679	MDM2	ENST00000428863	ENSP00000410694
ENSG00000135679	MDM2	ENST00000393412	ENSP00000377064
ENSG00000135679	MDM2	ENST00000258148	ENSP00000258148
ENSG00000135679	MDM2	ENST00000544561	ENSP00000441841
ENSG00000135679	MDM2	ENST00000393410	ENSP00000377062
ENSG00000135679	MDM2	ENST00000299252	ENSP00000299252
ENSG00000135679	MDM2	ENST00000360430	ENSP00000353611
ENSG00000135679	MDM2	ENST00000517852	ENSP00000430257
ENSG00000135679	MDM2	ENST00000545204	ENSP00000444597
ENSG00000135679	MDM2	ENST00000393413	ENSP00000377065
ENSG00000135679	MDM2	ENST00000350057	ENSP00000266624
ENSG00000135679	MDM2	ENST00000348801	ENSP00000335096
ENSG00000135679	MDM2	ENST00000478070	ENSP00000430906
ENSG00000135678	CPM	ENST00000551568	ENSP00000448517
ENSG00000135678	CPM	ENST00000338356	ENSP00000339157
ENSG00000135678	CPM	ENST00000546373	ENSP00000447255
ENSG00000111605	CPSF6	ENST00000435070	ENSP00000391774
ENSG00000111605	CPSF6	ENST00000456847	ENSP00000391437
ENSG00000111605	CPSF6	ENST00000266679	ENSP00000266679
ENSG00000111605	CPSF6	ENST00000551516	ENSP00000450206
ENSG00000090382	LYZ	ENST00000261267	ENSP00000261267
ENSG00000090382	LYZ	ENST00000549690	ENSP00000449898
ENSG00000090382	LYZ	ENST00000548839	ENSP00000449969
ENSG00000127337	YEATS4	ENST00000247843	ENSP00000247843
ENSG00000127337	YEATS4	ENST00000548020	ENSP00000447199
ENSG00000166225	FRS2	ENST00000299293	ENSP00000299293
ENSG00000166225	FRS2	ENST00000549921	ENSP00000450048
ENSG00000166225	FRS2	ENST00000550389	ENSP00000447241
ENSG00000166225	FRS2	ENST00000397997	ENSP00000381083
ENSG00000166226	CCT2	ENST00000299300	ENSP00000299300
ENSG00000166226	CCT2	ENST00000544368	ENSP00000441847
ENSG00000166226	CCT2	ENST00000543146	ENSP00000445471
ENSG00000198812	LRRC10	ENST00000361484	ENSP00000355166
ENSG00000127325	BEST3	ENST00000331471	ENSP00000329064
ENSG00000127325	BEST3	ENST00000488961	ENSP00000433213
ENSG00000127325	BEST3	ENST00000330891	ENSP00000332413
ENSG00000127325	BEST3	ENST00000553096	ENSP00000449548
ENSG00000127325	BEST3	ENST00000476098	ENSP00000434713
ENSG00000127325	BEST3	ENST00000266661	ENSP00000266661
ENSG00000127325	BEST3	ENST00000551160	ENSP00000449377
ENSG00000127325	BEST3	ENST00000393365	ENSP00000377032
ENSG00000127328	RAB3IP	ENST00000247833	ENSP00000247833
ENSG00000127328	RAB3IP	ENST00000378815	ENSP00000368092
ENSG00000127328	RAB3IP	ENST00000483530	ENSP00000419216
ENSG00000127328	RAB3IP	ENST00000325555	ENSP00000323349
ENSG00000127328	RAB3IP	ENST00000550536	ENSP00000447300
ENSG00000127328	RAB3IP	ENST00000362025	ENSP00000355381
ENSG00000127328	RAB3IP	ENST00000551641	ENSP00000448773
ENSG00000127328	RAB3IP	ENST00000553099	ENSP00000448027
ENSG00000127328	RAB3IP	ENST00000550847	ENSP00000448102
ENSG00000166268	MYRFL	ENST00000552032	ENSP00000448753
ENSG00000166268	MYRFL	ENST00000547771	ENSP00000449598
ENSG00000166268	MYRFL	ENST00000299350	ENSP00000299350
ENSG00000166268	MYRFL	ENST00000535034	ENSP00000440626
ENSG00000111596	CNOT2	ENST00000229195	ENSP00000229195
ENSG00000111596	CNOT2	ENST00000418359	ENSP00000412091
ENSG00000111596	CNOT2	ENST00000551483	ENSP00000448883
ENSG00000135643	KCNMB4	ENST00000258111	ENSP00000258111
ENSG00000127329	PTPRB	ENST00000334414	ENSP00000334928
ENSG00000127329	PTPRB	ENST00000451516	ENSP00000393028
ENSG00000127329	PTPRB	ENST00000550358	ENSP00000448058
ENSG00000127329	PTPRB	ENST00000538708	ENSP00000438927
ENSG00000127329	PTPRB	ENST00000550857	ENSP00000447302
ENSG00000127329	PTPRB	ENST00000261266	ENSP00000261266
ENSG00000127329	PTPRB	ENST00000551525	ENSP00000448349
ENSG00000153233	PTPRR	ENST00000440835	ENSP00000391750
ENSG00000153233	PTPRR	ENST00000283228	ENSP00000283228
ENSG00000153233	PTPRR	ENST00000378778	ENSP00000368054
ENSG00000153233	PTPRR	ENST00000342084	ENSP00000339605
ENSG00000153233	PTPRR	ENST00000549308	ENSP00000446943
ENSG00000258053	CTD-2021H9.3	ENST00000549357	ENSP00000449674
ENSG00000127324	TSPAN8	ENST00000393330	ENSP00000377003
ENSG00000127324	TSPAN8	ENST00000247829	ENSP00000247829
ENSG00000127324	TSPAN8	ENST00000546561	ENSP00000447160
ENSG00000127324	TSPAN8	ENST00000552128	ENSP00000449820
ENSG00000139292	LGR5	ENST00000266674	ENSP00000266674
ENSG00000139292	LGR5	ENST00000536515	ENSP00000443033
ENSG00000139292	LGR5	ENST00000540815	ENSP00000441035
ENSG00000133858	ZFC3H1	ENST00000378743	ENSP00000368017
ENSG00000133858	ZFC3H1	ENST00000548100	ENSP00000450044
ENSG00000133858	ZFC3H1	ENST00000552037	ENSP00000447976
ENSG00000173451	THAP2	ENST00000308086	ENSP00000310796
ENSG00000173451	THAP2	ENST00000547843	ENSP00000449826
ENSG00000139291	TMEM19	ENST00000266673	ENSP00000266673
ENSG00000139291	TMEM19	ENST00000549735	ENSP00000449955
ENSG00000080371	RAB21	ENST00000261263	ENSP00000261263
ENSG00000121749	TBC1D15	ENST00000550746	ENSP00000448182
ENSG00000121749	TBC1D15	ENST00000319106	ENSP00000318262
ENSG00000121749	TBC1D15	ENST00000485960	ENSP00000420678
ENSG00000121749	TBC1D15	ENST00000393309	ENSP00000376986
ENSG00000139287	TPH2	ENST00000333850	ENSP00000329093
ENSG00000072657	TRHDE	ENST00000261180	ENSP00000261180
ENSG00000253719	ATXN7L3B	ENST00000519948	ENSP00000430000
ENSG00000166006	KCNC2	ENST00000550433	ENSP00000448301
ENSG00000166006	KCNC2	ENST00000548513	ENSP00000449941
ENSG00000166006	KCNC2	ENST00000549446	ENSP00000449253
ENSG00000166006	KCNC2	ENST00000341669	ENSP00000340121
ENSG00000166006	KCNC2	ENST00000298972	ENSP00000298972
ENSG00000166006	KCNC2	ENST00000350228	ENSP00000319877
ENSG00000166006	KCNC2	ENST00000540018	ENSP00000438423
ENSG00000166006	KCNC2	ENST00000393288	ENSP00000376966
ENSG00000180881	CAPS2	ENST00000409799	ENSP00000386977
ENSG00000180881	CAPS2	ENST00000409445	ENSP00000386959
ENSG00000180881	CAPS2	ENST00000393284	ENSP00000376963
ENSG00000180881	CAPS2	ENST00000442339	ENSP00000389633
ENSG00000173401	GLIPR1L1	ENST00000378695	ENSP00000367967
ENSG00000173401	GLIPR1L1	ENST00000312442	ENSP00000310770
ENSG00000180481	GLIPR1L2	ENST00000550916	ENSP00000448248
ENSG00000180481	GLIPR1L2	ENST00000435775	ENSP00000398328
ENSG00000180481	GLIPR1L2	ENST00000378689	ENSP00000367960
ENSG00000180481	GLIPR1L2	ENST00000378692	ENSP00000367963
ENSG00000180481	GLIPR1L2	ENST00000320460	ENSP00000317385
ENSG00000180481	GLIPR1L2	ENST00000547164	ENSP00000447980
ENSG00000180481	GLIPR1L2	ENST00000441218	ENSP00000405273
ENSG00000139278	GLIPR1	ENST00000266659	ENSP00000266659
ENSG00000111615	KRR1	ENST00000229214	ENSP00000229214
ENSG00000111615	KRR1	ENST00000438169	ENSP00000411740
ENSG00000139289	PHLDA1	ENST00000602540	ENSP00000473593
ENSG00000139289	PHLDA1	ENST00000266671	ENSP00000266671
ENSG00000187109	NAP1L1	ENST00000261182	ENSP00000261182
ENSG00000187109	NAP1L1	ENST00000393263	ENSP00000376947
ENSG00000187109	NAP1L1	ENST00000431879	ENSP00000409795
ENSG00000187109	NAP1L1	ENST00000547773	ENSP00000448167
ENSG00000187109	NAP1L1	ENST00000544816	ENSP00000437507
ENSG00000187109	NAP1L1	ENST00000542344	ENSP00000444759
ENSG00000187109	NAP1L1	ENST00000535020	ENSP00000445008
ENSG00000187109	NAP1L1	ENST00000549596	ENSP00000447793
ENSG00000187109	NAP1L1	ENST00000547993	ENSP00000448007
ENSG00000187109	NAP1L1	ENST00000552342	ENSP00000447196
ENSG00000187109	NAP1L1	ENST00000548044	ENSP00000449649
ENSG00000179941	BBS10	ENST00000393262	ENSP00000376946
ENSG00000091039	OSBPL8	ENST00000393249	ENSP00000376939
ENSG00000091039	OSBPL8	ENST00000261183	ENSP00000261183
ENSG00000091039	OSBPL8	ENST00000393250	ENSP00000376940
ENSG00000186908	ZDHHC17	ENST00000426126	ENSP00000403397
ENSG00000186908	ZDHHC17	ENST00000334822	ENSP00000334868
ENSG00000186908	ZDHHC17	ENST00000359019	ENSP00000351913
ENSG00000175183	CSRP2	ENST00000311083	ENSP00000310901
ENSG00000175183	CSRP2	ENST00000552330	ENSP00000449824
ENSG00000175183	CSRP2	ENST00000546966	ENSP00000450056
ENSG00000175183	CSRP2	ENST00000547435	ENSP00000450143
ENSG00000165891	E2F7	ENST00000322886	ENSP00000323246
ENSG00000165891	E2F7	ENST00000416496	ENSP00000393639
ENSG00000067798	NAV3	ENST00000536525	ENSP00000446132
ENSG00000067798	NAV3	ENST00000397909	ENSP00000381007
ENSG00000067798	NAV3	ENST00000228327	ENSP00000228327
ENSG00000067798	NAV3	ENST00000266692	ENSP00000266692
ENSG00000067798	NAV3	ENST00000541270	ENSP00000444918
ENSG00000067715	SYT1	ENST00000393240	ENSP00000376932
ENSG00000067715	SYT1	ENST00000261205	ENSP00000261205
ENSG00000067715	SYT1	ENST00000457153	ENSP00000391056
ENSG00000067715	SYT1	ENST00000552744	ENSP00000447575
ENSG00000177425	PAWR	ENST00000328827	ENSP00000328088
ENSG00000058272	PPP1R12A	ENST00000261207	ENSP00000261207
ENSG00000058272	PPP1R12A	ENST00000450142	ENSP00000389168
ENSG00000058272	PPP1R12A	ENST00000437004	ENSP00000416769
ENSG00000058272	PPP1R12A	ENST00000546369	ENSP00000449514
ENSG00000058272	PPP1R12A	ENST00000550107	ENSP00000446855
ENSG00000165899	OTOGL	ENST00000547103	ENSP00000447211
ENSG00000165899	OTOGL	ENST00000458043	ENSP00000400895
ENSG00000165899	OTOGL	ENST00000546620	ENSP00000449094
ENSG00000139304	PTPRQ	ENST00000266688	ENSP00000266688
ENSG00000111046	MYF6	ENST00000228641	ENSP00000228641
ENSG00000111049	MYF5	ENST00000228644	ENSP00000228644
ENSG00000111052	LIN7A	ENST00000552864	ENSP00000447488
ENSG00000111058	ACSS3	ENST00000548058	ENSP00000449535
ENSG00000111058	ACSS3	ENST00000261206	ENSP00000261206
ENSG00000111058	ACSS3	ENST00000548324	ENSP00000448965
ENSG00000139220	PPFIA2	ENST00000549396	ENSP00000450337
ENSG00000139220	PPFIA2	ENST00000550584	ENSP00000449558
ENSG00000139220	PPFIA2	ENST00000549325	ENSP00000450298
ENSG00000139220	PPFIA2	ENST00000541570	ENSP00000438337
ENSG00000139220	PPFIA2	ENST00000541017	ENSP00000445532
ENSG00000139220	PPFIA2	ENST00000550359	ENSP00000447273
ENSG00000139220	PPFIA2	ENST00000407050	ENSP00000385093
ENSG00000139220	PPFIA2	ENST00000333447	ENSP00000327416
ENSG00000139220	PPFIA2	ENST00000548586	ENSP00000449338
ENSG00000139220	PPFIA2	ENST00000443686	ENSP00000388373
ENSG00000139220	PPFIA2	ENST00000552948	ENSP00000447868
ENSG00000133773	CCDC59	ENST00000256151	ENSP00000256151
ENSG00000127720	METTL25	ENST00000248306	ENSP00000248306
ENSG00000179104	TMTC2	ENST00000321196	ENSP00000322300
ENSG00000179104	TMTC2	ENST00000548305	ENSP00000448292
ENSG00000179104	TMTC2	ENST00000549919	ENSP00000447609
ENSG00000072041	SLC6A15	ENST00000309283	ENSP00000311645
ENSG00000072041	SLC6A15	ENST00000266682	ENSP00000266682
ENSG00000072041	SLC6A15	ENST00000552192	ENSP00000450145
ENSG00000072041	SLC6A15	ENST00000450363	ENSP00000390706
ENSG00000231738	TSPAN19	ENST00000532498	ENSP00000433816
ENSG00000133640	LRRIQ1	ENST00000393217	ENSP00000376910
ENSG00000180318	ALX1	ENST00000316824	ENSP00000315417
ENSG00000198774	RASSF9	ENST00000361228	ENSP00000354884
ENSG00000133636	NTS	ENST00000551529	ENSP00000448328
ENSG00000133636	NTS	ENST00000256010	ENSP00000256010
ENSG00000182050	MGAT4C	ENST00000604798	ENSP00000474896
ENSG00000182050	MGAT4C	ENST00000393205	ENSP00000376900
ENSG00000182050	MGAT4C	ENST00000332156	ENSP00000331664
ENSG00000182050	MGAT4C	ENST00000549405	ENSP00000449022
ENSG00000182050	MGAT4C	ENST00000552808	ENSP00000446647
ENSG00000182050	MGAT4C	ENST00000548651	ENSP00000447253
ENSG00000182050	MGAT4C	ENST00000552435	ENSP00000448093
ENSG00000165805	C12orf50	ENST00000298699	ENSP00000298699
ENSG00000165805	C12orf50	ENST00000550553	ENSP00000448344
ENSG00000133641	C12orf29	ENST00000356891	ENSP00000349358
ENSG00000198707	CEP290	ENST00000547691	ENSP00000446905
ENSG00000198707	CEP290	ENST00000552810	ENSP00000448012
ENSG00000198707	CEP290	ENST00000309041	ENSP00000308021
ENSG00000198707	CEP290	ENST00000397838	ENSP00000380938
ENSG00000139324	TMTC3	ENST00000266712	ENSP00000266712
ENSG00000049130	KITLG	ENST00000228280	ENSP00000228280
ENSG00000049130	KITLG	ENST00000347404	ENSP00000054216
ENSG00000049130	KITLG	ENST00000357116	ENSP00000474021
ENSG00000139318	DUSP6	ENST00000279488	ENSP00000279488
ENSG00000139318	DUSP6	ENST00000308385	ENSP00000307835
ENSG00000139318	DUSP6	ENST00000547291	ENSP00000449838
ENSG00000139323	POC1B	ENST00000393179	ENSP00000376877
ENSG00000139323	POC1B	ENST00000313546	ENSP00000323302
ENSG00000139323	POC1B	ENST00000378528	ENSP00000367789
ENSG00000139323	POC1B	ENST00000549035	ENSP00000447916
ENSG00000139323	POC1B	ENST00000541909	ENSP00000440301
ENSG00000139323	POC1B	ENST00000549504	ENSP00000450118
ENSG00000257594	GALNT4	ENST00000529983	ENSP00000436604
ENSG00000257594	GALNT4	ENST00000413530	ENSP00000389686
ENSG00000259075	POC1B-GALNT4	ENST00000548729	ENSP00000447852
ENSG00000259075	POC1B-GALNT4	ENST00000547474	ENSP00000447754
ENSG00000070961	ATP2B1	ENST00000261173	ENSP00000261173
ENSG00000070961	ATP2B1	ENST00000348959	ENSP00000343599
ENSG00000070961	ATP2B1	ENST00000359142	ENSP00000352054
ENSG00000070961	ATP2B1	ENST00000428670	ENSP00000392043
ENSG00000070961	ATP2B1	ENST00000393164	ENSP00000376869
ENSG00000197651	CCER1	ENST00000358859	ENSP00000351727
ENSG00000083782	EPYC	ENST00000261172	ENSP00000261172
ENSG00000139330	KERA	ENST00000266719	ENSP00000266719
ENSG00000139329	LUM	ENST00000266718	ENSP00000266718
ENSG00000011465	DCN	ENST00000052754	ENSP00000052754
ENSG00000011465	DCN	ENST00000228329	ENSP00000228329
ENSG00000011465	DCN	ENST00000303320	ENSP00000302031
ENSG00000011465	DCN	ENST00000393155	ENSP00000376862
ENSG00000011465	DCN	ENST00000425043	ENSP00000401021
ENSG00000011465	DCN	ENST00000552962	ENSP00000447654
ENSG00000011465	DCN	ENST00000420120	ENSP00000413723
ENSG00000011465	DCN	ENST00000441303	ENSP00000399815
ENSG00000011465	DCN	ENST00000547568	ENSP00000447674
ENSG00000011465	DCN	ENST00000456569	ENSP00000398514
ENSG00000011465	DCN	ENST00000546370	ENSP00000446527
ENSG00000011465	DCN	ENST00000546745	ENSP00000448857
ENSG00000011465	DCN	ENST00000550099	ENSP00000448057
ENSG00000011465	DCN	ENST00000551354	ENSP00000448274
ENSG00000257242	C12orf79	ENST00000549802	ENSP00000450062
ENSG00000257242	C12orf79	ENST00000551563	ENSP00000449233
ENSG00000257242	C12orf79	ENST00000546975	ENSP00000448503
ENSG00000133639	BTG1	ENST00000256015	ENSP00000256015
ENSG00000205057	CLLU1OS	ENST00000378487	ENSP00000367748
ENSG00000205057	CLLU1OS	ENST00000538965	ENSP00000439051
ENSG00000257127	CLLU1	ENST00000378485	ENSP00000367746
ENSG00000214215	C12orf74	ENST00000397833	ENSP00000380933
ENSG00000214215	C12orf74	ENST00000544406	ENSP00000446043
ENSG00000187510	PLEKHG7	ENST00000549856	ENSP00000473287
ENSG00000187510	PLEKHG7	ENST00000344636	ENSP00000344961
ENSG00000102189	EEA1	ENST00000322349	ENSP00000317955
ENSG00000173598	NUDT4	ENST00000337179	ENSP00000338352
ENSG00000173598	NUDT4	ENST00000415493	ENSP00000406612
ENSG00000173598	NUDT4	ENST00000549992	ENSP00000449552
ENSG00000173598	NUDT4	ENST00000548662	ENSP00000449724
ENSG00000173598	NUDT4	ENST00000547014	ENSP00000448032
ENSG00000177889	UBE2N	ENST00000318066	ENSP00000316176
ENSG00000177889	UBE2N	ENST00000550657	ENSP00000449352
ENSG00000177889	UBE2N	ENST00000549833	ENSP00000450260
ENSG00000177889	UBE2N	ENST00000552442	ENSP00000448352
ENSG00000198015	MRPL42	ENST00000549982	ENSP00000449884
ENSG00000198015	MRPL42	ENST00000361630	ENSP00000355202
ENSG00000198015	MRPL42	ENST00000552217	ENSP00000447547
ENSG00000198015	MRPL42	ENST00000393128	ENSP00000376836
ENSG00000198015	MRPL42	ENST00000547098	ENSP00000473798
